stemmed_text;Score;Sentiment
['itbtgok', 'priyankkharge', 'drcaur', 'investkarnataka', 'mbpatil', 'cmofkarnataka', 'dkshivakumar', 'siddaramaiah', 'exmeta', 'coo', 'sheryl', 'sandberg', 'tapi', 'invest', 'ini', 'bengaluru', 'ai', 'compan', 'read', 'more', 'at'];0;Netral
['ai', 'ini', 'digital', 'marketing', 'elementor', 'v', 'digitalmarketing', 'aiimpact', 'aiindigitalmarketing', 'aisolutions', 'article', 'business', 'datadrivenmarketing', 'digitalinnovation', 'digitaltransformation', 'idea', 'innovativecampaigns', 'marketingstr'];0;Netral
['waspapping', 'zaka', 'dau', 'qato', 'yamaka', 'modelling', 'ini', 'tsakani', 'dah', 'allah', 'sunfi', 'maza', 'opportunities', 'company', 'ambassadors', 'and', 'modelling', 'tan', 'sukeyin', 'kudi', 'mu', 'tsarkake', 'zuciya', 'dah', 'kuma', 'kyakkyawan', 'zato', 'wa', 'mata', 'not', 'all', 'are', 'ini', 'tapi', 'abunda', 'kake', 'tunan', 'beside', 'sama', 'ai', 'suna', 'business'];-1;Negatif
['niagaawani', 'sama', 'ninrozman', 'anggar', 'kdnk', 'makna', 'kepada', 'rakyat', 'dan', 'reformasi', 'pusat', 'data', 'asia', 'kesan', 'kepada', 'ekonomi', 'dan', 'pasar', 'ai', 'si', 'role', 'ini', 'driving', 'business', 'efficiency', 'awaninews', 'niagaawani'];3;Positif
['artificialinteligence', 'blockchain', 'machinelearning', 'internetofthings', 'indian', 'startups', 'investing', 'ini', 'ai', 'advancedtechnology', 'sap', 'report'];0;Netral
['jai', 'hind', 'jai', 'bharat', 'indian', 'startups', 'investing', 'ini', 'ai', 'advanced', 'technology', 'sap', 'report', 'via', 'namo', 'app'];0;Netral
['hrhjohorii', 'tuanku', 'jom', 'discuss', 'explore', 'business', 'ini', 'software', 'ai', 'lagi', 'google', 'aws', 'microsoft', 'nak', 'buka', 'ai', 'data', 'center'];-2;Negatif
['niyazee', 'bhai', 'choro', 'is', 'kamu', 'kok', 'orang', 'apny', 'business', 'ki', 'trf', 'deh', 'dou', 'pmln', 'mana', 'ab', 'khoon', 'jalany', 'ke', 'elawa', 'kuj', 'nhi', 'raha', 'mana', 'tou', 'ab', 'crypto', 'mana', 'time', 'lga', 'rha', 'chlo', 'kuch', 'seekhny', 'kok', 'tapi', 'mill', 'rha', 'ini', 'pain', 'ke', 'tumano', 'kok', 'aaj', 'tak', 'b', 'agr', 'smjh', 'nhi', 'ai', 'siysat', 'ki', 'tou', 'qiyamat', 'tak', 'nhi', 'ani'];2;Positif
['ikut', 'rupa', 'karya', 'infografis', 'yang', 'buat', 'oleh', 'firas', 'fazhira', 'dari', 'universitas', 'gunadarma', 'judul', 'collaborative', 'intelligence', 'humans', 'and', 'ai', 'ini', 'business', 'industry'];1;Positif
['try', 'a', 'bit', 'of', 'all', 'of', 'them', 'tapi', 'kalau', 'ku', 'boleh', 'saran', 'mulai', 'jangan', 'langsung', 'aiml', 'start', 'from', 'dab', 'untuk', 'grasp', 'the', 'businessanalysis', 'side', 'terus', 'deh', 'tapi', 'grasp', 'the', 'technical', 'side', 'baru', 'ml', 'alam', 'jalur', 'itu', 'bantu', 'paham', 'end', 'tapi', 'end', 'data', 'analytics', 'ini', 'general'];-2;Negatif
['news', 'newsbusiness', 'ai', 'wena', 'kanti', 'boleh', 'hours', 'ini', 'ekurhuleni', 'itu', 'was', 'what', 'dont', 'sayang', 'reduction', 'ziyafana', 'lezinto', 'igesi', 'uma', 'ihambile', 'ihambile'];0;Netral
['ayshataligurin', 'ai', 'bazasu', 'taba', 'ji', 'ba', 'sai', 'azo', 'ana', 'if', 'i', 'had', 'known', 'the', 'moment', 'aka', 'musu', 'kishiya', 'sai', 'sufara', 'competition', 'nya', 'haihuwa', 'at', 'last', 'su', 'zasu', 'dinga', 'lada', 'yaran', 'shine', 'amfanin', 'business', 'din', 'ini', 'babu', 'kuma', 'saidai', 'kayi', 'kalau', 'yaran', 'a', 'wulakance', 'suma', 'haka', 'allah', 'yakyauta'];-1;Negatif
['alhamdulillah', 'selesai', 'siri', 'bengkel', 'hari', 'generative', 'ai', 'technology', 'ini', 'text', 'graphic', 'audio', 'video', 'for', 'business', 'application', 'sama', 'para', 'serta', 'dari', 'jabat', 'bangun', 'mahir', 'di', 'bawaha', 'menteri', 'sumber', 'manusia', 'terima', 'kasih', 'kepada', 'semua', 'yang', 'hadir', 'insyaallah', 'sesi', 'dua'];3;Positif
['ai', 'improving', 'security', 'ini', 'port', 'of', 'hamburg', 'news', 'responsibleai'];0;Netral
['gyaran', 'dah', 'ake', 'bukata', 'ba', 'karam', 'bane', 'bafa', 'dole', 'sai', 'an', 'tashi', 'duk', 'masu', 'business', 'akan', 'tituna', 'sun', 'koma', 'wani', 'wajen', 'sai', 'an', 'samarwa', 'dah', 'ruwa', 'hanya', 'ini', 'ba', 'haka', 'ba', 'wataran', 'ambaliyar', 'ruwa', 'saja', 'ai', 'a', 'garin', 'kano', 'sai', 'mun', 'ajiye', 'san', 'rai', 'dah', 'san', 'zuciya', 'a', 'gefe', 'mun', 'marawa', 'kok', 'wane', 'baya', 'yai', 'aikinsa'];-7;Negatif
['ya', 'ini', 'business', 'sense', 'dari', 'awal', 'profitability', 'coworking', 'space', 'banyak', 'tidak', 'ngejar', 'kalang', 'mahasiswapelajar', 'sih', 'karena', 'mereka', 'ngincer', 'buat', 'tech', 'startup', 'yang', 'lagi', 'tidak', 'punya', 'hq', 'tetap', 'atau', 'belum', 'pengin', 'punya', 'hq', 'dulu', 'jaman', 'vcpeai', 'lagi', 'hamburhamburnya', 'bakar', 'duit', 'prapandemi'];-3;Negatif
['ahoy', 'mateys', 'tempus', 'ai', 'shares', 'jump', 'ini', 'strong', 'nasdaq', 'debut', 'as', 'us', 'ipo', 'market', 'thaws'];0;Netral
['investment', 'trade', 'and', 'industry', 'mister', 'tengku', 'datuk', 'seri', 'zafrul', 'abdul', 'aziz', 'said', 'this', 'was', 'conveyed', 'tapi', 'him', 'during', 'his', 'meeting', 'with', 'tiktok', 'vice', 'president', 'helena', 'lersch', 'ini', 'singapore'];-1;Negatif
['microsoft', 'tapi', 'invest', 'bn', 'ini', 'ai', 'ini', 'sweden'];0;Netral
['ai', 'ini', 'business', 'data', 'security', 'ai', 'ini', 'business'];-1;Negatif
['microsoft', 'uaebased', 'ai', 'firm', 'tidak', 'tapi', 'invest', 'bn', 'ini', 'kenya', 'data', 'center'];-2;Negatif
['microsoft', 'uaebased', 'ai', 'firm', 'tidak', 'tapi', 'invest', 'bn', 'ini', 'kenya', 'data', 'center'];-2;Negatif
['hayateey', 'ana', 'ganin', 'abu', 'a', 'business', 'ai', 'amma', 'wannan', 'yafi', 'kowa', 'shi', 'kaii', 'zanyi', 'ini', 'sha', 'allah', 'allah', 'ya', 'sa', 'mana', 'albarka', 'amin', 'ya', 'hayyu', 'ya', 'qayyum'];5;Positif
['arm', 'gpus', 'ini'];0;Netral
['ba', 'sai', 'angaya', 'maka', 'wannan', 'maaikaci', 'bane', 'ai', 'alaji', 'awannan', 'tafyar', 'dah', 'akeyi', 'ini', 'kayi', 'babbar', 'nasara', 'ace', 'sama', 'dinka', 'tana', 'nan', 'business', 'yazama', 'crypto', 'fa', 'yanzu'];0;Netral
['bhavishaggarwals', 'ai', 'startup', 'krutrim', 'launches', 'android', 'app', 'ini', 'bengaluru', 'rishbhat'];0;Netral
['usmanyzm', 'ai', 'ini', 'ana', 'maganar', 'business', 'ba', 'ah', 'saka', 'politics', 'a', 'cik', 'yallaboi'];0;Netral
['microsoft', 'ceo', 'pledges', 'bn', 'ai', 'investment', 'ini', 'indonesia'];0;Netral
['microsoft', 'tapi', 'invest', 'bulan', 'usd', 'ini', 'indonesia', 'tapi', 'develop', 'ai'];-1;Negatif
['masalah', 'mereka', 'nih', 'bukan', 'narasi', 'tv', 'yang', 'memang', 'tuju', 'utama', 'buat', 'edukasi', 'bukan', 'buat', 'bisnis', 'lu', 'kan', 'eventually', 'buat', 'bisnis', 'dan', 'itu', 'is', 'ini', 'ur', 'business', 'property', 'jadi', 'kayak', 'kamu', 'pakai', 'ai', 'buat', 'profiting', 'cara', 'tidak', 'langsung', 'kamu', 'pakai', 'mau', 'jelek', 'ai', 'tapi', 'pakai', 'ai', 'tuh', 'malah', 'jadi', 'blunder'];-2;Negatif
['jaya', 'founder', 'vincenttan', 'denies', 'casino', 'plan', 'ini', 'malaysia', 'si', 'forestcity', 'malaysia', 'business', 'casino', 'southeastasia', 'tan', 'ai', 'leng', 'via'];1;Positif
['jaya', 'founder', 'vincenttan', 'denies', 'casino', 'plan', 'ini', 'malaysia', 'si', 'forestcity', 'malaysia', 'business', 'casino', 'southeastasia', 'tan', 'ai', 'leng', 'via'];1;Positif
['yuk', 'kita', 'nal', 'dengan', 'salah', 'satu', 'dosen', 'dari', 'prodi', 'business', 'management', 'bus', 'online', 'reagen', 'yohanes', 'sayoga', 'yang', 'rupa', 'dosen', 'dari', 'mata', 'kuliah', 'ai', 'ini', 'marketing', 'selengkapnnya', 'kuliahfleksibelkariermeningkat', 'tahunbinusonlineberkarya'];-3;Negatif
['microsoft', 'invests', 'usbn', 'ini', 'ai', 'company', 'tidak', 'dailynewsupdate', 'ceoafrica', 'leadership', 'management', 'businessleaders', 'news', 'africa', 'dealstreetafrica', 'business', 'merger', 'acquisitions', 'monetize'];0;Netral
['microsoft', 'invests', 'bn', 'ini', 'abu', 'dhabibased', 'ai', 'firm', 'tidak'];-1;Negatif
['ayrafindadi', 'ai', 'mara', 'ilimi', 'yake', 'izala', 'mau', 'ilimi', 'kuma', 'yana', 'bin', 'allah', 'dah', 'manzonsa', 'ini', 'inkana', 'nan', 'alusuna', 'duk', 'fadin', 'nigeria', 'sai', 'kaje', 'tidak', 'sheikh', 'sheriff', 'saleh', 'maiduguri', 'sheikh', 'dahiru', 'usman', 'bauchi', 'and', 'sheikh', 'professor', 'ibrahim', 'ahmed', 'maqarii', 'will', 'never', 'ini', 'my', 'life', 'called', 'dan', 'izala', 'business', 'center'];-3;Negatif
['nvidialed', 'ai', 'boom', 'sends', 'tech', 'stocks', 'soaring', 'ini', 'malaysia', 'vietnam', 'nikkei', 'asia'];0;Netral
['microsoft', 'tapi', 'invest', 'bn', 'ini', 'japan', 'data', 'centers', 'amid', 'ai', 'boom', 'via', 'nikkeiasia'];-1;Negatif
['ai', 'wallet', 'speculation', 'senderlabs', 'dana', 'kaget', 'mojo', 'shimmer', 'ngilu', 'business', 'amp', 'finance', 'trending', 'mainnet', 'cat', 'trending', 'ini', 'indonesia', 'cantik', 'zayyan', 'thrnya'];0;Netral
['now', 'ai', 'is', 'the', 'next', 'game', 'demand', 'data', 'tech', 'sudah', 'habis', 'jangan', 'malah', 'pivot', 'jadi', 'software', 'engineer', 'data', 'analyst', 'business', 'intelligence', 'didik', 'kita', 'tinggal', 'jauh', 'dengan', 'kuliah', 'tahun', 'ilmu', 'yang', 'kamu', 'dapat', 'justru', 'sudah', 'obsolete', 'ini', 'tech', 'pip', 'install', 'knowledge', 'upgrade'];-4;Negatif
['turut', 'andil', 'jadi', 'salah', 'satu', 'bicara', 'dalam', 'diskusi', 'panel', 'sama', 'tokohtokoh', 'hebat', 'pada', 'acara', 'cnbc', 'indonesia', 'tech', 'amp', 'telco', 'summit', 'ai', 'meets', 'telco', 'reimagining', 'business', 'ini', 'digital', 'landscape', 'selasa', 'maret', 'di', 'auditorium', 'menara', 'bank', 'mega'];0;Netral
['fast', 'forward', 'nih', 'project', 'kini', 'all', 'ini', 'one', 'ai', 'platform', 'dari', 'chatgpt', 'sampai', 'stabil', 'diffusion', 'semua', 'ada', 'dalam', 'nih', 'semua', 'sudah', 'customized', 'untuk', 'orang', 'kita', 'business', 'nih', 'aku', 'nak', 'open', 'jv', 'sikit', 'je', 'interested', 'nak', 'jadi', 'partner', 'boleh', 'dm', 'modal', 'angka'];-1;Negatif
['pmlnorg', 'ini', 'kok', 'english', 'bolni', 'tapi', 'ati', 'nahi', 'tapi', 'jis', 'mohlye', 'mau', 'peda', 'hui', 'the', 'waha', 'punjabi', 'he', 'bol', 'jati', 'the', 'phir', 'btao', 'tidak', 'kok', 'zia', 'ul', 'haq', 'milye', 'orang', 'phir', 'haram', 'kmai', 'ai', 'orang', 'business', 'bhar', 'orang', 'bachye', 'bhar', 'orang', 'ye', 'family', 'mulk', 'orang', 'awam', 'kak', 'nasoor', 'bngai', 'last', 'saloo', 'se'];-2;Negatif
['abdulazizi', 'addahaleem', 'hai', 'assalamualaikum', 'abdulaziz', 'is', 'not', 'about', 'business', 'fa', 'ai', 'ini', 'business', 'nih', 'i', 'have', 'lot', 'of', 'customers', 'ai', 'anan', 'sosai', 'ba', 'akan', 'business', 'neba'];1;Positif
['the', 'ambassador', 'of', 'business', 'edupreneur', 'telah', 'pasuk', 'tahun', 'ke', 'dengan', 'tema', 'empowering', 'the', 'next', 'generation', 'of', 'edupreneurs', 'ini', 'artificial', 'intelligence', 'ai', 'era', 'seputarupi', 'theambassadoredupreneur', 'pelopordanunggul'];-1;Negatif
['tech', 'amp', 'telco', 'summit', 'ai', 'meets', 'telco', 'reimagining', 'business', 'ini', 'digital', 'landscape', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'prabowogibranlanjutkan'];-2;Negatif
['blaccklavender', 'wallahi', 'karki', 'siya', 'nih', 'ai', 'ini', 'renin', 'wayo', 'yayi', 'yawa', 'ah', 'business', 'duk', 'son', 'abun', 'dah', 'nake', 'se', 'nya', 'haqura', 'wallahi', 'business', 'inde', 'jin', 'dadin', 'kak', 'kawai', 'kake', 'dubawa', 'baza', 'mu', 'taba', 'shiri', 'ba'];-2;Negatif
['zuckerberg', 'meets', 'lagi', 'samsung', 'chiefs', 'ini', 'seoul', 'as', 'meta', 'ramps', 'up', 'ai', 'plan'];-1;Negatif
['bwahahaha'];0;Netral
['banga', 'dal', 'lin', 'dah', 'yasa', 'zaa', 'sawa', 'yan', 'crypto', 'ido', 'a', 'najeriya', 'ba', 'shi', 'dan', 'crypto', 'ai', 'ba', 'barawo', 'ini', 'ba', 'barayin', 'kun', 'san', 'kok', 'suwaye', 'ini', 'su', 'masu', 'boye', 'daloli', 'a', 'gidajen', 'sune', 'ya', 'kamata', 'a', 'sawa', 'idanu', 'ba', 'masu', 'nema', 'agun', 'aallah', 'bashi', 'dan', 'crypto', 'business', 'din', 'shi', 'yake', 'yi', 'ta', 'yanar', 'gizo'];-1;Negatif
['hassanayub', 'ji', 'ya', 'baty', 'wo', 'london', 'flat', 'kis', 'kaya', 'hai', 'jaha', 'chor', 'nawaz', 'r', 'nan', 'rahty', 'hai', 'r', 'ini', 'kaya', 'wo', 'dabo', 'rahty', 'hai', 'r', 'itna', 'bara', 'business', 'kaha', 'saya', 'aya', 'london', 'kak', 'ini', 'choro', 'kaya', 'pas', 'pak', 'my', 'sugur', 'milk', 'kis', 'trha', 'ai', 'ini', 'kaya', 'pas', 'ya', 'bhi', 'banget', 'di', 'r', 'imran', 'kan', 'kak', 'bhi', 'apa', 'bata', 'dia', 'london', 'my', 'ya', 'dunya', 'my', 'kah', 'kuch', 'hai', 'itu'];7;Positif
['austintunoi', 'obbyvisuals', 'bettylynn', 'ai', 'ai', 'aiim', 'ini', 'the', 'wrong', 'business', 'buana'];0;Netral
['sosiholics', 'nnauyenape', 'huyu', 'atasema', 'umem', 'nih', 'huduma', 'ya', 'ziada', 'hii', 'nchi', 'hii', 'just', 'imagin', 'tunasema', 'tnaenda', 'kidigital', 'bila', 'umeme', 'bila', 'internet', 'ya', 'uhakika', 'bdala', 'wazir', 'wa', 'technologia', 'asome', 'vitabu', 'kama', 'technological', 'innovation', 'fintech', 'ai', 'ini', 'business', 'technology', 'billion', 'dollar', 'looser', 'yeye', 'anasoma', 'power'];4;Positif
['microsoft', 'tapi', 'invest', 'bulan', 'eur', 'ini', 'germany', 'ini', 'ai', 'push', 'fetransformx', 'microsoft', 'germany', 'ai', 'artificialintelligence', 'aipush'];-1;Negatif
['microsoft', 'tapi', 'invest', 'bn', 'euros', 'ini', 'ai', 'ini', 'germany'];0;Netral
['arewabusiness', 'inda', 'sls', 'gashi', 'tidak', 'su', 'ai', 'mutumin', 'dayake', 'ganin', 'yafi', 'kowa', 'bakinsa', 'baya', 'iya', 'shiru', 'ku', 'dawo', 'dashi', 'ini', 'allah', 'kuma', 'sai', 'nyi', 'rigima', 'dashi', 'the', 'parrot', 'king', 'kenan', 'indai', 'ana', 'maganar', 'cikar', 'sarki', 'ai', 'aminu', 'shine', 'sarki', 'wallahy', 'ba', 'sls', 'ba'];-1;Negatif
['graphic', 'card', 'nvidia', 'borong', 'dan', 'hilang', 'dari', 'pasar', 'balik', 'lagi', 'seperti', 'jaman', 'graphic', 'card', 'pakai', 'untuk', 'mining', 'ethereum', 'sekarang', 'pakai', 'untuk', 'training', 'ai'];-5;Negatif
['ai', 'pcs'];0;Netral
['toh', 'kok', 'freedom', 'radio', 'ini', 'sai', 'kabiya', 'zakayi', 'sponsoring', 'karatu', 'ai', 'its', 'a', 'business'];0;Netral
['kps', 'si', 'unit', 'divest', 'stake', 'ini', 'kaiserkorp', 'tapi', 'hong', 'kong', 'si', 'ai', 'dream', 'fmtnews', 'fmtbusiness'];-1;Negatif
['buka', 'grabfood', 'lihat', 'toko', 'gambar', 'makan', 'pakai', 'ai'];1;Positif
['soal', 'pas', 'cek', 'tebal', 'sempak', 'rider', 'yang', 'jual', 'di', 'tokotoko', 'kok', 'tebal', 'banget', 'cara', 'ai', 'tidak', 'demen', 'sempak', 'tebeltebel', 'iseng', 'check', 'out', 'rider', 'black', 'edition', 'dan', 'xtracool', 'warna', 'sage', 'eh', 'nyata', 'nyaman', 'banget'];1;Positif
['bobikeladi', 'currr', 'sampai', 'takon', 'ai', 'okeee', 'tak', 'coba', 'lihat', 'toko', 'ini', 'terima', 'kasih', 'ya', 'ibob'];3;Positif
['koe', 'gaahi', 'same', 'kuo', 'behe', 'e', 'he', 'vale', 'i', 'hono', 'loto', 'oku', 'ikai', 'ha', 'otua', 'kuo', 'kovi', 'akinautolu', 'kuo', 'nau', 'fai', 'saja', 'gaahi', 'gaue', 'fakalielia', 'oku', 'ikai', 'ha', 'toko', 'taha', 'oku', 'fai', 'lele', 'nae', 'afio', 'hifo', 'e', 'jihova', 'mei', 'he', 'lagi', 'ki', 'he', 'fnau', 'saja', 'tagata', 'ke', 'afio', 'be', 'oku', 'ai', 'ha', 'niihi', 'oku', 'ilo', 'mau', 'mi'];-3;Negatif
['fitur', 'ai', 'livephoto', 'yang', 'bisa', 'sempurna', 'hasil', 'jepret', 'sertifikasi', 'ip', 'yang', 'bisa', 'bikin', 'bebas', 'khawatir', 'serta', 'baterai', 'mah', 'yang', 'besar', 'siap', 'kasih', 'kamu', 'segala', 'sob', 'dapat', 'sekarang', 'di', 'toko', 'erafone', 'dan'];-1;Negatif
['df', 'beli', 'wastafel', 'cuci', 'piring', 'set', 'pakai', 'voc', 'tidak', 'ada', 'kran', 'ya', 'pas', 'chat', 'toko', 'kayak', 'omong', 'sama', 'ai', 'mana', 'endingnya', 'salah', 'kurir', 'padahal', 'paket', 'rapi', 'sampai', 'tempat'];0;Netral
['arsipaja', 'masalahnyaa', 'sekarang', 'cafe', 'atau', 'toko', 'pada', 'muterin', 'lagu', 'ai', 'yang', 'tidak', 'enak', 'di', 'kuping', 'anjir', 'kayak', 'apa', 'maksudnyaa', 'muter', 'lagu', 'ai', 'arghhhhhhhhhhhhhhh', 'gelisah', 'banget', 'dengernyaaa'];-3;Negatif
['areumdvwn', 'sama', 'bjir', 'ada', 'itu', 'suatu', 'hari', 'pengin', 'toast', 'tapi', 'bukan', 'janjiw', 'karena', 'malas', 'mahal', 'nemu', 'toko', 'yang', 'ratingnya', 'bagus', 'tapi', 'foto', 'ai', 'anjjjjjj', 'malesin', 'banget'];-3;Negatif
['tarik', 'dapat', 'laptop', 'ai', 'sebut', 'di', 'tokotoko', 'online', 'dan', 'offline', 'di', 'yogyakarta', 'dan', 'sekitar', 'asusvivobooks', 'asusai', 'copilotpcs', 'asusgamingk'];1;Positif
['diahayuuta', 'semua', 'harga', 'diskon', 'cuma', 'trik', 'buat', 'kamu', 'beli', 'barang', 'yang', 'tidak', 'butuh', 'panik', 'dong', 'kalau', 'ada', 'diskon', 'tau', 'tidak', 'toko', 'sudah', 'hitung', 'harga', 'normal', 'terus', 'tambah', 'sampai', 'kali', 'lipat', 'buat', 'diskon', 'mereka', 'tidak', 'rugi', 'kamu', 'doang', 'yang', 'rasa', 'hebat', 'mau', 'pintar', 'lihat', 'harga', 'bukan', 'persen'];-1;Negatif
['bayang', 'internet', 'bagai', 'kota', 'ai', 'agent', 'jadi', 'kerja', 'amp', 'toko', 'masalah', 'tak', 'ada', 'peta', 'atau', 'papan', 'reputasi', 'recallnet', 'hadir', 'dengan', 'memori', 'onchain', 'bukti', 'kerja', 'amp', 'agentrank', 'untuk', 'nilai', 'skill', 'asli', 'di', 'era', 'ai', 'ini', 'bukan', 'hype', 'ini', 'infrastruktur', 'untuk', 'temu', 'agent', 'percaya'];4;Positif
['ada', 'objek', 'ganggu', 'di', 'foto', 'tenang', 'saja', 'sob', 'tinggal', 'pakai', 'galaxy', 'ai', 'dapat', 'galaxy', 'saja', 'fold', 'saja', 'flip', 'sekarang', 'dengan', 'ragam', 'bonusya', 'di', 'toko', 'erafone', 'dan'];-3;Negatif
['cocok', 'banget', 'buat', 'kamu', 'yang', 'doyan', 'abadi', 'momen', 'hari', 'kamera', 'mp', 'yang', 'detail', 'padu', 'dengan', 'fitur', 'ai', 'bikin', 'hasil', 'jepret', 'makin', 'tawan', 'deh', 'dapat', 'sekarang', 'di', 'toko', 'erafone', 'dan'];4;Positif
['sedih', 'sekali', 'guys', 'aku', 'taksir', 'baju', 'di', 'toko', 'oren', 'tapi', 'sellernya', 'amat', 'sangat', 'tidak', 'responsif', 'awal', 'jawab', 'dengan', 'asisten', 'ai', 'toko', 'kemudian', 'chatnya', 'alih', 'ke', 'jual', 'tapi', 'yang', 'aku', 'dapat', 'tetap', 'automated', 'reply'];2;Positif
['awal', 'hari', 'dengan', 'now', 'brief', 'asisten', 'ai', 'dalam', 'genggam', 'dapat', 'galaxy', 'saja', 'fold', 'saja', 'flip', 'sekarang', 'dengan', 'ragam', 'bonusya', 'di', 'toko', 'erafone', 'dan'];-2;Negatif
['peachyslen', 'hai', 'aku', 'hellen', 'ai', 'di', 'masa', 'depan', 'yang', 'akan', 'punya', 'waris', 'toko', 'buat', 'anak', 'cucu'];1;Positif
['tiap', 'kali', 'gue', 'dengar', 'musik', 'hasil', 'ai', 'puter', 'di', 'toko', 'waras', 'gue', 'kurang'];2;Positif
['nekoskyone', 'fractionaixyz', 'buka', 'toko', 'di', 'malam', 'hari', 'ada', 'neko', 'jangan', 'lari', 'fraction', 'ai', 'tuh', 'benar', 'bisa', 'tidak', 'sih', 'eligible', 'pas', 'yapping', 'saja'];-4;Negatif
['pergi', 'ke', 'warung', 'restoran', 'bahkan', 'toko', 'biasa', 'sudah', 'mayoritas', 'nyetel', 'lagu', 'ai', 'mau', 'risih', 'karena', 'tidak', 'asa', 'sentuh', 'manusia', 'di', 'seni', 'musik', 'tapi', 'mau', 'bagaimana', 'nanti', 'kena', 'denda', 'royalti', 'tahun', 'depan', 'bisabisa', 'comment', 'sosial', 'media', 'retweet', 'dan', 'lain', 'lain', 'kena', 'biaya', 'juga', 'ini'];-3;Negatif
['kenapa', 'sih', 'sekarang', 'chat', 'toko', 'di', 'shopee', 'dibalesnya', 'pakai', 'ai', 'ai', 'ai', 'bajing'];1;Positif
['lastcoffeecup', 'vibraniummn', 'haha', 'oke', 'deh', 'ogah', 'ngopi', 'sama', 'ai', 'rekomendasi', 'buat', 'date', 'sama', 'sih', 'ghaza', 'di', 'bandung', 'kopi', 'toko', 'djawa', 'braga', 'retro', 'cozy', 'harga', 'mulai', 'ribu', 'atau', 'orofi', 'cafe', 'rooftop', 'view', 'romantis', 'ala', 'santorini', 'di', 'jakarta', 'lucy', 'ini', 'the', 'sky', 'cikini', 'rooftop', 'bohemian', 'live', 'music', 'harga'];9;Positif
['pindah', 'toko', 'yang', 'tidak', 'pakai', 'ai', 'fuck', 'ai'];-2;Negatif
['kecewa', 'berat', 'toko', 'yang', 'jual', 'keripik', 'favorit', 'gue', 'pakai', 'header', 'ai', 'ghibli'];0;Netral
['dosa', 'film', 'merah', 'putih', 'burung', 'tapi', 'suara', 'monyet', 'suara', 'pakai', 'ai', 'gibran', 'pasti', 'bangga', 'suara', 'karakter', 'jatuh', 'crot', 'patah', 'tulang', 'itu', 'alur', 'cerita', 'aco', 'sutradara', 'perlu', 'cek', 'urin', 'bendera', 'hilang', 'beli', 'saja', 'ke', 'toko', 'kapai', 'ke', 'hutan', 'lanjut', 'sendiri', 'sudah'];-7;Negatif
['idlanyererdna', 'kalau', 'kalau', 'sudah', 'tonton', 'spoiler', 'ya', 'kayak', 'bagaimana', 'gue', 'tidak', 'kuat', 'buat', 'tonton', 'apa', 'pakai', 'ai', 'karena', 'di', 'trailer', 'ada', 'yang', 'kayak', 'ai', 'sama', 'asal', 'comot', 'di', 'desa', 'ada', 'toko', 'tulis', 'india', 'masuk', 'jarang', 'sih'];-9;Negatif
['kudu', 'ke', 'bike', 'repair', 'shop', 'lagi', 'spede', 'listrik', 'kabel', 'speedometer', 'ya', 'putus', 'jadi', 'kayak', 'speda', 'biasa', 'tapi', 'berat', 'mau', 'benerin', 'tapi', 'malesan', 'sekarang', 'mau', 'ke', 'bengkel', 'aah', 'lagi', 'brompton', 'juga', 'masalah', 'ban', 'belakang', 'pecah', 'kudu', 'ke', 'toko', 'khusus', 'repair', 'brompton', 'yuk', 'lah'];-2;Negatif
['eh', 'bagaimana', 'sih', 'cara', 'matiin', 'asisten', 'ai', 'toko', 'di', 'shopee'];-1;Negatif
['agent', 'mode', 'di', 'chatgpt', 'untuk', 'pesan', 'nintendo', 'switch', 'di', 'indonesia', 'agent', 'mode', 'ini', 'hanya', 'problematik', 'kalau', 'misal', 'ada', 'domain', 'restriction', 'seperti', 'toko', 'ijo', 'sehingga', 'tidak', 'bisa', 'di', 'lihat', 'oleh', 'ai', 'telah', 'agent', 'selesai', 'misi', 'maka', 'kita', 'bisa', 'take', 'over', 'di', 'browser'];-3;Negatif
['e', 'matiu', 'koia', 'koe', 'mea', 'kotoabe', 'oku', 'mou', 'loto', 'ke', 'fai', 'e', 'he', 'kakai', 'kiate', 'kimoutolu', 'ke', 'mou', 'fai', 'ia', 'kiate', 'kinautolu', 'he', 'koe', 'fono', 'ia', 'moe', 'kau', 'balofita', 'mou', 'hu', 'i', 'he', 'mataba', 'fajii', 'he', 'oku', 'falah', 'saja', 'mataba', 'mau', 'ataat', 'saja', 'hala', 'oku', 'fakatau', 'ki', 'he', 'mate', 'bea', 'oku', 'hu', 'ai', 'saja', 'toko'];-3;Negatif
['tokotoko', 'di', 'oren', 'sudah', 'pakai', 'foto', 'ai', 'bagai', 'display', 'baebae', 'tuh', 'cari', 'review', 'kalau', 'tidak', 'mau', 'zonk'];-2;Negatif
['tkil', 'toko', 'ai', 'dulu', 'nyuruh', 'musisi', 'bikin', 'beberapa', 'track', 'buat', 'puter', 'di', 'toko', 'kalau', 'cocok', 'deal', 'harga', 'beli', 'putus'];0;Netral
